"","userid","version","sum_gamerounds","retention_1","retention_7"
"77",9325213,"gate_30",33,"True","False"
"78",909815,"gate_30",17,"False","False"
"79",1388701,"gate_30",81,"True","False"
"80",9202170,"gate_30",1,"False","False"
"81",8414283,"gate_30",31,"False","False"
"82",5533896,"gate_30",42,"True","False"
"83",3222280,"gate_30",92,"False","True"
"84",8945096,"gate_30",127,"True","True"
"85",4975485,"gate_30",39,"False","False"
"86",591028,"gate_30",115,"True","True"
"87",247550,"gate_30",5,"False","False"
"88",103625,"gate_30",7,"False","False"
"89",7311012,"gate_30",1,"False","False"
"90",8182161,"gate_30",127,"True","True"
"91",2404181,"gate_30",110,"True","False"
"92",657475,"gate_30",6,"False","False"
"93",4331229,"gate_30",34,"True","False"
"94",5306998,"gate_30",11,"True","False"
"95",9649520,"gate_30",6,"False","False"
"96",796880,"gate_30",58,"True","True"
"97",7121821,"gate_30",23,"False","False"
"98",8975972,"gate_30",68,"True","True"
"99",6948377,"gate_30",4,"True","False"
"100",9705207,"gate_30",18,"False","False"
"101",1671587,"gate_30",35,"True","False"
"102",3717226,"gate_30",11,"False","False"
"103",8899816,"gate_30",32,"True","True"
"104",8515647,"gate_30",93,"True","False"
"105",1748082,"gate_30",5,"False","False"
"106",7736081,"gate_30",0,"False","False"
"107",579043,"gate_30",0,"False","False"
"108",5431787,"gate_30",3,"False","False"
"109",4747831,"gate_30",9,"False","False"
"110",1693407,"gate_30",7,"False","False"
"111",2594959,"gate_30",26,"True","False"
"112",17554,"gate_30",1,"False","False"
"113",9911485,"gate_30",8,"False","False"
"114",6834480,"gate_30",6,"True","False"
"115",5365660,"gate_30",18,"True","False"
"116",5347264,"gate_30",4,"False","False"
"117",669441,"gate_30",0,"False","False"
"118",4602334,"gate_30",26,"True","False"
"119",9275513,"gate_30",0,"False","False"
"120",7391614,"gate_30",3,"False","False"
"121",6801342,"gate_30",8,"False","False"
"122",615262,"gate_30",7,"False","False"
"123",1756173,"gate_30",12,"False","False"
"124",672835,"gate_30",117,"True","True"
"125",9153241,"gate_30",236,"True","True"
"126",7364412,"gate_30",32,"False","False"
"127",733950,"gate_30",16,"False","True"
"128",1599498,"gate_30",19,"True","False"
"129",9905195,"gate_30",0,"False","False"
"130",8323931,"gate_30",33,"True","False"
"131",8379,"gate_30",0,"False","False"
"132",1366638,"gate_30",14,"False","False"
"133",6877659,"gate_30",32,"True","True"
"134",4869711,"gate_30",35,"True","False"
"135",5197343,"gate_30",10,"True","False"
"136",6338758,"gate_30",13,"False","False"
"137",7199021,"gate_30",8,"False","False"
"138",5352616,"gate_30",70,"True","True"
"139",7613506,"gate_30",5,"False","False"
"140",1078095,"gate_30",1,"False","False"
"141",1949638,"gate_30",68,"True","True"
"142",7953020,"gate_30",21,"False","False"
"143",9645963,"gate_30",19,"True","False"
"144",3781329,"gate_30",0,"False","False"
"145",5970641,"gate_30",55,"True","False"
"146",3769334,"gate_30",16,"False","False"
"147",6281801,"gate_30",45,"True","False"
"148",2668862,"gate_30",49,"True","False"
"149",5756507,"gate_30",143,"True","False"
"150",4832480,"gate_30",363,"True","True"
"151",7113854,"gate_30",6,"False","False"
"152",8250749,"gate_30",69,"True","False"
"153",6675142,"gate_30",1,"False","False"
"154",7224929,"gate_30",13,"False","False"
"155",855963,"gate_30",0,"False","False"
"156",5381188,"gate_30",0,"False","False"
"157",8825077,"gate_30",197,"True","False"
"158",7215200,"gate_30",0,"False","False"
"159",9089227,"gate_30",13,"False","False"
"160",2642502,"gate_30",8,"True","False"
"161",4874367,"gate_30",4,"False","False"
"162",6455679,"gate_30",123,"True","True"
"163",5870573,"gate_30",0,"False","False"
"164",5401772,"gate_30",188,"True","True"
"165",957646,"gate_30",4,"False","False"
"166",1124842,"gate_30",96,"True","False"
"167",5908520,"gate_30",13,"True","True"
"168",8380128,"gate_30",228,"False","False"
"169",4601026,"gate_30",21,"False","False"
"170",807009,"gate_30",41,"False","False"
"171",4717824,"gate_30",53,"False","True"
"172",1784035,"gate_30",4,"False","False"
"173",935727,"gate_30",35,"False","False"
"174",1564377,"gate_30",281,"False","False"
"175",8853596,"gate_30",12,"False","False"
"176",8376910,"gate_30",4,"False","False"
"177",3055006,"gate_30",0,"False","False"
"178",1215332,"gate_30",1,"False","False"
"179",498984,"gate_30",1,"False","False"
"180",7952704,"gate_30",0,"False","False"
"181",3803701,"gate_30",2,"False","False"
"182",1543930,"gate_30",2,"False","False"
"183",64792,"gate_30",269,"True","False"
"184",476811,"gate_30",3,"False","False"
"185",3285788,"gate_30",2,"False","False"
"186",618138,"gate_30",0,"False","False"
"187",4813437,"gate_30",94,"False","False"
"188",9070558,"gate_30",14,"True","False"
"189",5659060,"gate_30",20,"False","False"
"190",5810805,"gate_30",10,"True","False"
"191",4605706,"gate_30",4,"False","False"
"192",2341024,"gate_30",127,"True","True"
"193",6145968,"gate_30",43,"True","False"
"194",2892593,"gate_30",4,"False","False"
"195",5072686,"gate_30",7,"False","False"
"196",4748966,"gate_30",2,"False","False"
"197",2312089,"gate_30",0,"False","False"
"198",6143569,"gate_30",18,"False","False"
"199",1080238,"gate_30",9,"True","False"
"200",3404128,"gate_30",1,"False","False"
"201",6365228,"gate_30",12,"False","False"
"202",5036743,"gate_30",64,"True","True"
"203",6776257,"gate_30",187,"True","True"
"204",9701868,"gate_30",25,"False","False"
"205",3124515,"gate_30",9,"False","False"
"206",3987931,"gate_30",9,"False","False"
"207",4089189,"gate_30",7,"True","False"
"208",2161552,"gate_30",1,"False","False"
"209",1653717,"gate_30",9,"False","False"
"210",5359948,"gate_30",2,"False","False"
"211",7023664,"gate_30",56,"True","False"
"212",4581727,"gate_30",58,"True","False"
"213",836282,"gate_30",35,"True","False"
"214",4389395,"gate_30",5,"False","False"
"215",2104488,"gate_30",16,"False","False"
"216",5248736,"gate_30",63,"True","False"
"217",2793971,"gate_30",9,"False","False"
"218",2511610,"gate_30",5,"False","False"
"219",5093735,"gate_30",8,"False","False"
"220",7322512,"gate_30",30,"True","False"
"221",3478005,"gate_30",24,"True","False"
"222",6517976,"gate_30",5,"False","False"
"223",88392,"gate_30",20,"True","False"
"224",6200881,"gate_30",52,"False","True"
"225",6781429,"gate_30",78,"True","False"
"226",3670862,"gate_30",85,"True","False"
"227",7041591,"gate_30",0,"False","False"
"228",190570,"gate_30",7,"True","False"
"229",4556760,"gate_30",126,"True","True"
"230",1663530,"gate_30",11,"False","False"
"231",4075243,"gate_30",161,"True","True"
"232",8040622,"gate_30",44,"False","False"
"233",4860392,"gate_30",0,"False","False"
"234",9135043,"gate_30",4,"False","False"
"235",1779089,"gate_30",4,"False","False"
"236",9486830,"gate_30",13,"False","True"
"237",9614714,"gate_30",10,"False","False"
"238",5899577,"gate_30",2,"False","True"
"239",9792088,"gate_30",26,"True","False"
"240",3738538,"gate_30",24,"False","False"
"241",4579733,"gate_30",3,"False","False"
"242",4649404,"gate_30",3,"False","False"
"243",8636227,"gate_30",61,"False","False"
"244",3985586,"gate_30",0,"False","False"
"245",6145014,"gate_30",16,"True","False"
"246",7596611,"gate_30",31,"True","False"
"247",2323781,"gate_30",31,"True","False"
"248",9296748,"gate_30",131,"True","True"
"249",5422033,"gate_30",45,"True","False"
"250",7537696,"gate_30",53,"True","True"
"251",517083,"gate_30",82,"True","True"
"252",4252129,"gate_30",5,"False","False"
"253",545041,"gate_30",51,"True","False"
"254",4516538,"gate_30",13,"False","False"
"255",4159876,"gate_30",3,"False","False"
"256",5417479,"gate_30",77,"True","True"
"257",470461,"gate_30",227,"True","True"
"258",9652624,"gate_30",1,"False","False"
"259",3744547,"gate_30",8,"False","False"
"260",4925418,"gate_30",1,"False","False"
"261",8589344,"gate_30",32,"False","False"
"262",1621378,"gate_30",20,"True","False"
"263",920781,"gate_30",14,"False","False"
"264",3315709,"gate_30",69,"True","False"
"265",7530730,"gate_30",20,"False","False"
"266",5972188,"gate_30",266,"True","True"
"267",4446656,"gate_30",18,"True","True"
"268",1430001,"gate_30",37,"True","False"
"269",9705783,"gate_30",35,"True","False"
"270",4342536,"gate_30",8,"True","False"
"271",7080467,"gate_30",67,"True","True"
"272",7285338,"gate_30",3,"True","False"
"273",8929106,"gate_30",8,"False","False"
"274",3263796,"gate_30",6,"False","False"
"275",4909335,"gate_30",3,"False","False"
"276",3050759,"gate_30",7,"False","False"
"277",3300614,"gate_30",18,"True","False"
"278",9492509,"gate_30",302,"True","True"
"279",1486992,"gate_30",10,"True","False"
"280",2484506,"gate_30",0,"False","False"
"281",5049085,"gate_30",3,"False","False"
"282",4934007,"gate_30",12,"False","False"
"283",7504226,"gate_30",168,"True","True"
"284",3715208,"gate_30",244,"True","True"
"285",4955524,"gate_30",380,"True","True"
"286",7547487,"gate_30",44,"True","False"
"287",7412881,"gate_30",33,"True","False"
"288",5446695,"gate_30",11,"False","False"
"289",2783315,"gate_30",57,"True","True"
"290",2418678,"gate_30",52,"True","False"
"291",6158723,"gate_30",691,"True","True"
"292",8312746,"gate_30",0,"False","False"
"293",9445549,"gate_30",50,"True","False"
"294",2084285,"gate_30",6,"False","False"
"295",355993,"gate_30",215,"False","True"
"296",6636454,"gate_30",3,"True","False"
"297",1265262,"gate_30",16,"False","False"
"298",6241569,"gate_30",81,"True","False"
"299",1509681,"gate_30",187,"True","True"
"300",522662,"gate_30",26,"True","False"
"301",4354568,"gate_30",17,"False","False"
"302",846916,"gate_30",22,"True","False"
"303",6800762,"gate_30",1,"False","False"
"304",1320266,"gate_30",63,"True","False"
"305",9657769,"gate_30",23,"True","False"
"306",78312,"gate_30",12,"False","False"
"307",3535997,"gate_30",24,"True","False"
"308",5055311,"gate_30",8,"True","False"
"309",9544669,"gate_30",8,"False","False"
"310",8205830,"gate_30",45,"True","False"
"311",2776383,"gate_30",2,"False","False"
"312",331835,"gate_30",124,"True","False"
"313",7660195,"gate_30",48,"True","False"
"314",7907315,"gate_30",5,"False","False"
"315",6722416,"gate_30",18,"False","False"
"316",6246562,"gate_30",3,"False","False"
"317",9871273,"gate_30",17,"False","True"
"318",1579181,"gate_30",5,"False","False"
"319",5560946,"gate_30",24,"False","True"
"320",7616275,"gate_30",10,"False","False"
"321",1036666,"gate_30",3,"False","False"
"322",7537294,"gate_30",11,"False","False"
"323",1418459,"gate_30",0,"False","False"
"324",1282255,"gate_30",8,"False","False"
"325",9156702,"gate_30",83,"False","True"
"326",3966537,"gate_30",33,"False","False"
"327",8094179,"gate_30",18,"True","False"
"328",4437166,"gate_30",294,"True","True"
"329",6343988,"gate_30",30,"False","False"
"330",2305625,"gate_30",6,"True","False"
"331",845384,"gate_30",709,"True","True"
"332",7903039,"gate_30",1,"False","False"
"333",6415556,"gate_30",14,"True","False"
"334",1543490,"gate_30",85,"True","False"
"335",455748,"gate_30",20,"False","False"
"336",9644025,"gate_30",44,"True","False"
"337",7371900,"gate_30",16,"False","False"
"338",2553816,"gate_30",271,"True","True"
"339",6249254,"gate_30",9,"False","False"
"340",2412793,"gate_30",176,"False","True"
"341",6170794,"gate_30",638,"True","False"
"342",8494,"gate_30",5,"True","False"
"343",6260119,"gate_30",46,"True","False"
"344",7167508,"gate_30",26,"True","False"
"345",754117,"gate_30",58,"True","False"
"346",9147519,"gate_30",3,"False","False"
"347",6976912,"gate_30",184,"True","True"
"348",3411122,"gate_30",1,"False","False"
"349",9697764,"gate_30",10,"False","False"
"350",4074082,"gate_30",18,"True","False"
"351",2634909,"gate_30",45,"True","False"
"352",7818586,"gate_30",177,"True","True"
"353",776018,"gate_30",2,"False","False"
"354",3624124,"gate_30",114,"True","False"
"355",3086685,"gate_30",83,"True","True"
"356",4345643,"gate_30",13,"True","False"
"357",6301610,"gate_30",181,"True","False"
"358",2156613,"gate_30",1,"False","False"
"359",1807958,"gate_30",19,"False","False"
"360",6949325,"gate_30",8,"False","False"
"361",1045958,"gate_30",32,"True","False"
"362",9028288,"gate_30",2,"False","False"
"363",9781467,"gate_30",34,"False","True"
"364",6869861,"gate_30",47,"True","False"
"365",6368432,"gate_30",18,"True","False"
"366",8021154,"gate_30",1,"False","False"
"367",5165920,"gate_30",50,"True","False"
"368",5835707,"gate_30",81,"True","False"
"369",7905580,"gate_30",57,"False","False"
"370",2640179,"gate_30",5,"False","False"
"371",8932399,"gate_30",200,"True","True"
"372",6876048,"gate_30",19,"True","False"
"373",468090,"gate_30",394,"True","False"
"374",4548987,"gate_30",35,"False","True"
"375",4683903,"gate_30",4,"False","False"
"376",9817418,"gate_30",8,"False","False"
"377",410921,"gate_30",25,"False","False"
"378",6095160,"gate_30",245,"True","True"
"379",4574379,"gate_30",4,"False","False"
"380",5977047,"gate_30",34,"True","False"
"381",3925949,"gate_30",9,"False","False"
"382",6927710,"gate_30",0,"False","False"
"383",6273853,"gate_30",1,"False","False"
"384",3628334,"gate_30",1,"False","False"
"385",8253998,"gate_30",91,"True","True"
"386",3569668,"gate_30",0,"False","False"
"387",9971778,"gate_30",44,"False","False"
"388",8612134,"gate_30",11,"False","False"
"389",2391249,"gate_30",2,"False","False"
"390",8967150,"gate_30",13,"True","False"
"391",7095166,"gate_30",3,"False","False"
"392",2971893,"gate_30",1,"False","False"
"393",1255746,"gate_30",9,"False","False"
"394",1880086,"gate_30",32,"True","False"
"395",6580991,"gate_30",20,"True","False"
"396",9294637,"gate_30",102,"True","True"
"397",1684528,"gate_30",32,"True","False"
"398",1644847,"gate_30",147,"True","True"
"399",2624932,"gate_30",53,"False","True"
"400",1049123,"gate_30",1,"False","False"
"401",1682806,"gate_30",53,"True","False"
"402",9485583,"gate_30",20,"True","False"
"403",2133884,"gate_30",26,"False","False"
"404",4341480,"gate_30",2,"False","False"
"405",3947933,"gate_30",60,"True","False"
"406",5133952,"gate_30",2251,"True","True"
"407",2375990,"gate_30",41,"False","False"
"408",3496673,"gate_30",48,"True","False"
"409",8277376,"gate_30",16,"False","False"
"410",5754421,"gate_30",4,"False","False"
"411",7345923,"gate_30",19,"False","False"
"412",2551260,"gate_30",12,"True","False"
"413",3156197,"gate_30",8,"True","False"
"414",1540217,"gate_30",20,"True","False"
"415",1019467,"gate_30",25,"True","False"
"416",3881166,"gate_30",17,"False","False"
"417",1773278,"gate_30",38,"True","False"
"418",9905689,"gate_30",22,"False","False"
"419",7167767,"gate_30",24,"True","False"
"420",4223404,"gate_30",3,"False","False"
"421",6559975,"gate_30",137,"True","True"
"422",8922901,"gate_30",27,"True","False"
"423",379787,"gate_30",2,"True","False"
"424",4554921,"gate_30",145,"True","False"
"425",8227440,"gate_30",18,"True","False"
"426",7566524,"gate_30",14,"False","False"
"427",4471684,"gate_30",5,"False","False"
"428",3403165,"gate_30",1,"False","False"
"429",1705165,"gate_30",1,"False","False"
"430",6250480,"gate_30",137,"True","False"
"431",9385835,"gate_30",255,"True","True"
"432",897102,"gate_30",3,"False","False"
"433",7984376,"gate_30",736,"True","True"
"434",963331,"gate_30",3,"False","False"
"435",7890073,"gate_30",46,"True","False"
"436",4376196,"gate_30",12,"False","False"
"437",4639409,"gate_30",7,"True","False"
"438",5994566,"gate_30",3,"False","False"
"439",9747439,"gate_30",47,"True","False"
"440",7282365,"gate_30",0,"False","False"
"441",3655389,"gate_30",5,"False","False"
"442",5214033,"gate_30",50,"False","True"
"443",8093494,"gate_30",84,"False","True"
"444",7963198,"gate_30",3,"False","False"
"445",2429195,"gate_30",30,"True","True"
"446",9430598,"gate_30",15,"True","False"
"447",9469764,"gate_30",12,"False","False"
"448",5730284,"gate_30",5,"False","False"
"449",963174,"gate_30",14,"True","True"
"450",9398366,"gate_30",32,"True","False"
"451",1447938,"gate_30",7,"False","False"
"452",4709246,"gate_30",3,"False","False"
"453",3760520,"gate_30",14,"True","False"
"454",8247388,"gate_30",95,"False","True"
"455",9654931,"gate_30",2,"False","False"
"456",6170568,"gate_30",19,"True","True"
"457",3973364,"gate_30",1,"False","False"
"458",211052,"gate_30",1,"False","False"
"459",7129401,"gate_30",5,"False","False"
"460",9451921,"gate_30",10,"False","False"
"461",973257,"gate_30",24,"True","False"
"462",7880628,"gate_30",51,"True","False"
"463",9996426,"gate_30",5,"True","False"
"464",5648305,"gate_30",3,"False","False"
"465",3473453,"gate_30",30,"False","False"
"466",5235442,"gate_30",16,"False","False"
"467",8980817,"gate_30",3,"False","False"
"468",1946449,"gate_30",61,"True","True"
"469",2567718,"gate_30",21,"True","True"
"470",5367940,"gate_30",10,"True","False"
"471",1157847,"gate_30",15,"False","True"
"472",869618,"gate_30",185,"True","False"
"473",4253235,"gate_30",19,"False","False"
"474",4685063,"gate_30",29,"True","True"
"475",5299732,"gate_30",13,"True","False"
"476",944584,"gate_30",14,"True","False"
"477",9008384,"gate_30",166,"True","True"
"478",6364196,"gate_30",5,"True","False"
"479",1554792,"gate_30",6,"False","False"
"480",8562396,"gate_30",3,"False","False"
"481",4750988,"gate_30",30,"True","True"
"482",3281767,"gate_30",4,"False","False"
"483",3882257,"gate_30",3,"False","False"
"484",3573826,"gate_30",19,"True","False"
"485",4032753,"gate_30",26,"True","False"
"486",5186123,"gate_30",0,"True","False"
"487",3397759,"gate_30",15,"False","False"
"488",2918073,"gate_30",96,"True","False"
"489",2464879,"gate_30",27,"True","False"
"490",1608740,"gate_30",41,"False","False"
"491",1105176,"gate_30",1,"False","False"
"492",4132682,"gate_30",26,"True","False"
"493",1070340,"gate_30",33,"True","False"
"494",6299100,"gate_30",6,"False","False"
"495",3825079,"gate_30",11,"False","False"
"496",7086960,"gate_30",28,"True","False"
"497",5989747,"gate_30",14,"False","False"
"498",3711564,"gate_30",3,"False","False"
"499",5904325,"gate_30",1,"False","False"
"500",6278443,"gate_30",397,"False","False"
"501",9186518,"gate_30",29,"True","False"
"502",2271106,"gate_30",7,"False","False"
"503",6404071,"gate_30",15,"True","False"
"504",3077357,"gate_30",104,"False","True"
"505",4837519,"gate_30",1,"False","False"
"506",1525343,"gate_30",1,"False","False"
"507",6835127,"gate_30",32,"True","False"
"508",8408121,"gate_30",3,"False","False"
"509",3205488,"gate_30",48,"True","False"
"510",8993484,"gate_30",4,"False","False"
"511",5324024,"gate_30",5,"False","False"
"512",8405204,"gate_30",40,"False","True"
"513",7174579,"gate_30",23,"True","False"
"514",1303321,"gate_30",0,"False","False"
"515",2413976,"gate_30",174,"True","True"
"516",6400951,"gate_30",2,"False","False"
"517",3659086,"gate_30",37,"False","True"
"518",5987893,"gate_30",13,"False","False"
"519",3396529,"gate_30",168,"True","False"
"520",2067558,"gate_30",8,"False","False"
"521",5765068,"gate_30",11,"False","False"
"522",1511269,"gate_30",27,"True","False"
"523",7603728,"gate_30",287,"True","True"
"524",4687135,"gate_30",42,"True","False"
"525",3912936,"gate_30",0,"False","False"
"526",7667983,"gate_30",12,"True","False"
"527",9613583,"gate_30",190,"True","False"
"528",7174879,"gate_30",1,"False","False"
"529",3415644,"gate_30",4,"False","False"
"530",9100088,"gate_30",191,"True","False"
"531",9705864,"gate_30",0,"False","False"
"532",1247841,"gate_30",16,"False","False"
"533",3937498,"gate_30",1,"False","False"
"534",3041829,"gate_30",0,"False","False"
"535",3651063,"gate_30",6,"False","False"
"536",4385196,"gate_30",135,"True","False"
"537",2809417,"gate_30",25,"False","False"
"538",6386008,"gate_30",0,"False","False"
"539",8119458,"gate_30",38,"True","False"
"540",9833662,"gate_30",50,"True","True"
"541",4480159,"gate_30",0,"False","False"
"542",2964523,"gate_30",2,"False","False"
"543",4489736,"gate_30",53,"True","False"
"544",2962019,"gate_30",1,"False","False"
"545",2655490,"gate_30",40,"True","True"
"546",8762998,"gate_30",14,"False","False"
"547",1837983,"gate_30",71,"True","False"
"548",1431720,"gate_30",3,"False","False"
"549",3569308,"gate_30",37,"True","False"
"550",4297115,"gate_30",44,"False","False"
"551",8665552,"gate_30",25,"True","True"
"552",6373673,"gate_30",22,"False","False"
"553",2079454,"gate_30",5,"False","False"
"554",845791,"gate_30",179,"True","False"
"555",9150187,"gate_30",8,"True","False"
"556",2423152,"gate_30",73,"False","False"
"557",6766727,"gate_30",17,"False","False"
"558",6581237,"gate_30",309,"True","True"
"559",1465511,"gate_30",0,"False","False"
"560",4763585,"gate_30",151,"True","True"
"561",6429564,"gate_30",2,"False","False"
"562",9825049,"gate_30",58,"True","True"
"563",6576076,"gate_30",19,"True","False"
"564",6264000,"gate_30",38,"True","False"
"565",3456363,"gate_30",3,"False","False"
"566",2795279,"gate_30",13,"True","False"
"567",3168866,"gate_30",11,"False","False"
"568",8956532,"gate_30",147,"True","False"
"569",8157620,"gate_30",0,"False","False"
"570",6409830,"gate_30",8,"True","False"
"571",547035,"gate_30",95,"True","False"
"572",7061424,"gate_30",13,"False","False"
"573",5130750,"gate_30",9,"True","False"
"574",9684566,"gate_30",650,"True","True"
"575",8175837,"gate_30",15,"True","False"
"576",6352954,"gate_30",81,"True","False"
"577",5995156,"gate_30",3,"False","False"
"578",192199,"gate_30",12,"True","False"
"579",2792014,"gate_30",28,"True","False"
"580",8557859,"gate_30",12,"False","False"
"581",3479191,"gate_30",3,"False","False"
"582",48016,"gate_30",0,"False","False"
"583",8412129,"gate_30",59,"True","False"
"584",660711,"gate_30",63,"True","False"
"585",8663432,"gate_30",32,"True","False"
"586",9463113,"gate_30",25,"False","False"
"587",1441275,"gate_30",25,"False","False"
"588",7811751,"gate_30",31,"False","False"
"589",3947123,"gate_30",2,"False","False"
"590",995311,"gate_30",13,"False","False"
"591",2537141,"gate_30",1,"False","False"
"592",2777847,"gate_30",272,"True","False"
"593",2688713,"gate_30",46,"True","False"
"594",2901373,"gate_30",13,"False","False"
"595",5310114,"gate_30",33,"True","False"
"596",594684,"gate_30",157,"True","True"
"597",3923448,"gate_30",9,"False","False"
"598",621677,"gate_30",157,"True","True"
"599",9010360,"gate_30",5,"False","False"
"600",3137723,"gate_30",26,"True","False"
"601",492181,"gate_30",3,"False","False"
"602",5208299,"gate_30",3,"False","False"
"603",4942276,"gate_30",119,"True","False"
"604",2854928,"gate_30",48,"True","False"
"605",6980876,"gate_30",25,"True","False"
"606",8832385,"gate_30",1,"False","False"
"607",6455280,"gate_30",6,"False","False"
"608",5023758,"gate_30",1,"False","False"
"609",3664748,"gate_30",2,"False","False"
"610",4943187,"gate_30",2,"False","False"
"611",7034114,"gate_30",10,"False","False"
"612",2754119,"gate_30",10,"True","False"
"613",9669460,"gate_30",169,"True","False"
"614",371064,"gate_30",7,"False","False"
"615",9360027,"gate_30",238,"False","True"
"616",3922354,"gate_30",14,"True","False"
"617",1654370,"gate_30",2,"False","False"
"618",2120471,"gate_30",46,"True","False"
"619",6909236,"gate_30",5,"False","False"
"620",5160077,"gate_30",8,"False","False"
"621",1232744,"gate_30",547,"False","True"
"622",234891,"gate_30",4,"False","False"
"623",9137839,"gate_30",28,"False","False"
"624",767106,"gate_30",1,"False","False"
"625",7711455,"gate_30",12,"True","False"
"626",2491792,"gate_30",31,"False","False"
"627",7460788,"gate_30",3,"False","False"
"628",2085824,"gate_30",0,"False","False"
"629",9364116,"gate_30",5,"True","False"
"630",7514186,"gate_30",14,"False","False"
"631",1666599,"gate_30",33,"True","False"
"632",755814,"gate_30",0,"False","False"
"633",8802149,"gate_30",18,"True","False"
"634",9488472,"gate_30",2,"False","False"
"635",4944263,"gate_30",46,"True","True"
"636",6431986,"gate_30",242,"True","True"
"637",4703711,"gate_30",3,"False","False"
"638",9928640,"gate_30",80,"True","False"
"639",6358242,"gate_30",17,"False","False"
"640",5224579,"gate_30",1,"False","False"
"641",2780404,"gate_30",33,"True","False"
"642",2869026,"gate_30",128,"True","False"
"643",2570894,"gate_30",7,"True","False"
"644",759915,"gate_30",43,"True","True"
"645",9204118,"gate_30",7,"False","False"
"646",3710794,"gate_30",325,"True","True"
"647",3828486,"gate_30",8,"True","False"
"648",3694270,"gate_30",252,"True","True"
"649",1190968,"gate_30",6,"False","False"
"650",7044445,"gate_30",237,"True","True"
"651",2384037,"gate_30",439,"True","False"
"652",2579279,"gate_30",5,"False","False"
"653",2577384,"gate_30",102,"True","False"
"654",4070848,"gate_30",1,"False","False"
"655",3259274,"gate_30",4,"False","False"
"656",7505027,"gate_30",6,"False","False"
"657",7712116,"gate_30",4,"True","False"
"658",5833944,"gate_30",31,"True","False"
"659",2928642,"gate_30",16,"False","False"
"660",6451969,"gate_30",39,"False","False"
"661",5319453,"gate_30",9,"False","False"
"662",8746915,"gate_30",6,"False","False"
"663",9752477,"gate_30",227,"True","True"
"664",1593200,"gate_30",95,"True","False"
"665",5837554,"gate_30",101,"True","True"
"666",4855386,"gate_30",32,"True","False"
"667",629441,"gate_30",263,"True","True"
